id,title,description,duration,price,teacher_id,cover_image_url,created_at,updated_at,vimeo_url,focus,equipment,card_bg_video,seo_title,seo_meta_description,is_featured,is_free
36af60e4-6828-4224-8a3b-dcb626fedd9f,Tight Hamstrings Club,"Short and sweet practice dedicated to the hamstrings, warming them up and gently stretching them out.",20,,635a6b74-a5e3-4c10-a801-e46083dc4dbf,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/Cover-Tight-Hamstrings-Club.jpg,2025-03-13 13:15:25.49795+00,2025-03-13 13:15:25.49795+00,https://player.vimeo.com/video/573329418,"Forward Folding, Relieving Tension",,,Women's Tight Hamstrings Yoga Class,Women's Tight Hamstrings Yoga: Join Alice Browning for a 15-minute class to warm up and stretch your hamstrings for tension release and flexibility.,false,false
37a7c7e3-bd69-4def-917d-da524b369772,Journey Through The Elements,"In this practice, we connect to the 5 elements that we find in Ayurveda - traditional Indian medicine - also Sister Science of Yoga. We become familiar with: earth, water, fire, air & ether. An invitation for you to raise awareness on one particular element that you may need to add more into your practice and eventually into your life. Expect a well-rounded and balanced practice that will leave you feeling: expanded and grounded at the same time.",60,,fe15a6d2-1dba-4f4b-a603-b1f5cf7aed4d,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/5-elements-yoga_class-cover-1.jpg,2025-03-13 13:15:26.874585+00,2025-03-13 13:15:26.874585+00,https://player.vimeo.com/video/793543095,"Full Body Release, Grounding",,,A Journey Through The Elements - The Fold Online,"""A Journey Through The Elements"" on The Fold Online: Connect with the 5 elements of Ayurveda—earth, water, fire, air, and ether. Enhance your practice and life with this balanced, grounding, and expansive session.",false,false
39de16ac-2d55-47fc-b217-0fcc029cec1e,Empowering The Mother Masterclass,"Pregnancy is one of the most monumental evolutions a woman can go through in her lifetime.<br/>
Join Alex, a teacher on The Fold who specializes in supporting women in pre and post natal health, with yoga.
There will be a short guided practice, followed by education offered on common questions, modifications and advocacy on how to best support yourself physically, emotionally and mentally during practice (and life!).<br/><br/>
This masterclass is for women at any stage of their pregnancy.<br/><br/>
Through prenatal pregnancy and understanding the wisdom that the body holds, we can support the rapid growth and shifts a woman goes through physically and emotionally. She can be guided to step into her power from pregnancy to birth and beyond.<br/>
When a woman practices Yoga her baby has a direct experience of the change in her heart rate, the shift in her nervous system and the emotional quality is uniquely and absolutely felt and relayed to her little one.<br/>
This means, as much as we are supporting the Mother, we are also supporting the growth of healthy little nervous systems that know how to regulate, and what a privilege that is.",60,,70606142-c19b-44e7-9ef9-aadbf0e04351,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/Event-cover2.jpg,2025-03-13 13:15:29.803808+00,2025-03-13 13:15:29.803808+00,https://player.vimeo.com/video/877449923,"Short Guided Practice, Prenatal Education",,,Masterclass ~ Empowering The Mother - The Fold Online,"Join Alex in ""Empowering The Mother"" masterclass, focusing on pre and post-natal yoga to support your well-being and your baby's health during pregnancy and beyond.",false,true
3a21d01d-a8c9-4b35-bd07-445e4caad8eb,Lakshmi Goddess Flow,"In this flow we embody Lakshmi, the goddess of abundance, generosity, wealth and beauty. Life is a balance between giving and receiving and we first try to find those qualities within ourselves so we shine from the inside out.",60,,7ef137dd-c914-4928-8ab8-cd9b3c93dc47,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/LAKSHMI-GODDESS-FLOW-cover.jpg,2025-03-13 13:15:31.254873+00,2025-03-13 13:15:31.254873+00,https://player.vimeo.com/video/936207793,"Flow, Hips, Balance",,,Lakshmi Goddess Flow | Vinyasa Yoga class by Janet,"In this flow we embody Lakshmi, the goddess of abundance, generosity, wealth and beauty. Vinyasa Yoga class. 50 min.",false,false
3a54c18a-00d9-4372-9bd7-875ac700fa05,Hour Of Power,"A one hour vinyasa class , peppered with side plank and rockstar variations for those wanting to step into the fire.",60,,635a6b74-a5e3-4c10-a801-e46083dc4dbf,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/Hour-of-power.jpg,2025-03-13 13:15:21.030014+00,2025-03-13 13:15:21.030014+00,https://player.vimeo.com/video/403976786,"strength, vinyasa, balance",,https://thefold.s3.ap-southeast-2.amazonaws.com/hour-of-power.mp4,Hour Of Power ~ Vinyasa Yoga Class,"A one hour vinyasa class , peppered with side plank and rockstar variations for those wanting to step into the fire.",false,false
3af57acf-f346-44b0-a396-4a349d61329e,Nidra For Pain Managment,"Discover the healing power of deep rest with Eliza Giles in this Yoga Nidra practice designed for pain management. Through guided relaxation and body awareness, you'll learn to tap into your body's innate wisdom and healing abilities.<br/><br/>
This session helps release physical and emotional tension, promoting a state of peace and rejuvenation that supports your body's natural healing processes.",20,,dac745bc-1847-403e-b911-89e75d83fe31,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/Chakra-Affirmation-Nidra-COVER.jpg,2025-03-13 13:15:32.912669+00,2025-03-13 13:15:32.912669+00,https://player.vimeo.com/video/1010406431,"Pain Management, Relaxation, Release",,,,"Harness your body's healing potential with Eliza Giles' Yoga Nidra for Pain Management. Release tension, cultivate trust in your body's wisdom, and promote natural healing through deep relaxation.",false,false
3c062884-0d72-4517-917d-4289411acfeb,Prenatal ~ Mama Moves & Meditation,We'll use some gentle movement to release any tension and settle into a guided meditation. Take a moment to reconnect with your body and baby and marvel at the wonder of this journey.,20,,70606142-c19b-44e7-9ef9-aadbf0e04351,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/mama_moves_and_meditation-COVER.jpg,2025-03-13 13:15:29.887178+00,2025-03-13 13:15:29.887178+00,https://player.vimeo.com/video/861840328,"Gentle Movement, Guided Meditation, Reconnect",,,Prenatal ~ Mama Moves & Meditation - The Fold,Mama Moves & Meditation with Alex Farner: Enjoy gentle movements to release tension and settle into a guided meditation. Reconnect with your body and baby in this soothing prenatal session.,false,false
3c710a41-a2a6-4d05-9d8e-64788fa8b6a3,Reclined Hip & Hamstring Practice,"An absolute favourite sequence to create space in the lower body. Like a breath of fresh air, this practice breathes life into the sticky parts of the body, giving a little love to the hips and hamstrings. Nurturing and yet powerful, let’s love up the lower body.",30,,d6367e6e-c7f5-4c3a-9980-b97187895912,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/Hip-Hammy-Reclined-Flow-cover.jpg,2025-03-13 13:15:26.460524+00,2025-03-13 13:15:26.460524+00,https://player.vimeo.com/video/787048111,"Lower Body, Hips, Hamstrings",,,Women's Reclined Hip & Hamstring Practice,"Rejuvenate your lower body with this nurturing Women's Reclined Hip & Hamstring Practice, designed to create space and love for your hips and hamstrings.",false,false
3cb60a60-1e12-4974-8e3a-f8345d57c7a3,EFT Session ~ Emotional Freedom Technique,"A short 10min guided EFT session. Utilising trauma focussed Clinical EFT, the Emotional Freedom Technique can assist in regulating the nervous system, moving through areas, events and emotions where we feel stuck or are currently struggling. EFT tapping is gentle in its approach. It is a reminder to the body that it is safe. EFT can work beautifully on fear, symptoms, anxiety, overwhelm, food & weight struggles, emotional health and regulation struggles or simply within your healing journey. It is a beautiful emotional and physical health tool that can be such a powerful tool to add to your regime. ",10,,54d1b816-e109-4c42-ae34-3e55b84a4168,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/EFT-cover.jpg,2025-03-13 13:15:26.787511+00,2025-03-13 13:15:26.787511+00,https://player.vimeo.com/video/790401808,Regulating The Nervous System,,,EFT Session ~ Emotional Freedom Technique - The Fold Online,"Join a 10-minute EFT session on The Fold Online. This gentle tapping technique regulates the nervous system, addressing fears, anxiety, and emotional health.",false,false
3cb99250-a779-499b-9dfa-078967fd392c,Glutes Burner,"If you are looking for a fun (maybe :) ) and effective workout that will leave your whole body feeling toned and strong, with a special focus on your glutes...Look no further!  

You'll feel the burn, but in a good way - this class is gentle on your joints and adaptable to any level.",40,,fe15a6d2-1dba-4f4b-a603-b1f5cf7aed4d,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/Glutes-burner-Cover-2.jpg,2025-03-13 13:15:27.844825+00,2025-03-13 13:15:27.844825+00,https://player.vimeo.com/video/814846042,"Glutes, Core, Full body",,,Glutes Burner - The Fold Online,Join Glutes Burner on The Fold Online for a fun and effective workout. Tone your body with a special focus on your glutes. Gentle on joints and adaptable for all levels.,false,false
3dd32af0-d41c-4095-bcd8-c93b498c67d4,Bliss Body Flow,"This yoga flow explores the bliss body or anandamaya kosha. It's the aspect of ourselves that a sense of deep constant peace resides and our connection to all other beings. <br/>Enjoy this soothing, turning-inwards flow. ",30,,7ef137dd-c914-4928-8ab8-cd9b3c93dc47,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/Bliss-Body-Flow-Cover.jpg,2025-03-13 13:15:31.420756+00,2025-03-13 13:15:31.420756+00,https://player.vimeo.com/video/944747825,"Backbends, Twists, Flow",,https://thefold.s3.ap-southeast-2.amazonaws.com/Bliss+Body+Flow+GIF.mp4,Bliss Body Flow | Online Yoga Practise by Janet Gooding | The Fold,Yoga flow explores the bliss body or anandamaya kosha. A sense of deep constant peace resides and our connection to all other beings.,false,false
40fc75a0-a409-465f-a12a-9dbde22eb6ee,A Wall Of Yin,"Support your physical being into a place of rest and relaxation using the wall.Featuring a supported inversion and pranayama to soothe the nervous system, this practise is all about the support.Beginner friendly",40,,635a6b74-a5e3-4c10-a801-e46083dc4dbf,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/A-Wall-Of-Yin.jpg,2025-03-13 13:15:21.856855+00,2025-03-13 13:15:21.856855+00,https://player.vimeo.com/video/414447038,"Yin, Soothe, Stretch",,,A Wall Of Yin | The Fold Online,"Women, experience A Wall Of Yin by The Fold Online. Support your physical being into rest and relaxation with a supported inversion and pranayama to soothe the nervous system. Beginner-friendly.",false,false
429b390c-baba-46b9-aee9-9f5b13dca876,Balance your Strength,"– A beginner level pilates class starting with spinal articulations, making sure to strengthen the spinal erector muscles of the back.
This class will improve the strength and mobility in your hips and pelvis, glutes and hamstrings.",20,,c8792748-d6ee-43ec-8328-2a348930c221,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/Cover-balance-your-strength.jpg,2025-03-13 13:15:24.281064+00,2025-03-13 13:15:24.281064+00,https://player.vimeo.com/video/513990768,"Hip Mobility, Back and Spine Strength",,,20min Pilates Class | Balance Your Strength By Erin Brooks,"Pilates with Erin - A beginner level class starting with spinal articulations, making sure to strengthen the spinal erector muscles of the...",false,false
43e5ff50-b75f-4c0d-a49d-b3c73f6a6f23,Upper Body Strength,"Let's challenge the arms, shoulders and upper back with this weighted workout to strengthen the upper body and feel the connection to the core.<br/>",30,,e47f3da7-00fe-47eb-ac53-3245adb5963f,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/Upper-body-strength.jpg,2025-03-13 13:15:30.868642+00,2025-03-13 13:15:30.868642+00,https://player.vimeo.com/video/922196162,"Control, Strenght, Upper Body",,,Upper Body Strength Pilates class with Pascale - The Fold Online,"Let's challenge the arms, shoulders and upper back with this weighted workout to strengthen the upper body and feel the connection to the core",false,false
44a453c7-9534-4967-8fc2-153d4ea91e06,Complete Body Awakening,"A class where we touch on all the pilates principles and move in all plans of movement to make sure we awaken all muscles, ligaments, and joints in all body parts. This is a well-rounded and full-body workout.",40,,fe15a6d2-1dba-4f4b-a603-b1f5cf7aed4d,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/Complete-Body-Awakening-cover.jpg,2025-03-13 13:15:27.126857+00,2025-03-13 13:15:27.126857+00,https://player.vimeo.com/video/798729291,"Full-body Workout, Awaken All Muscles",,,Complete Body Awakening - The Fold Online,"Complete Body Awakening"" on The Fold Online: Experience a well-rounded Pilates session covering all principles and movement planes for a full-body awakening.",false,false
45a6a560-fb4e-41f8-a817-758c3f9dc0e1,Postnatal ~ Hip Health & Glutes Strength,We tend to accumulate a lot of tension in the hips and even more so postpartum. This will be the focus of this class - to look at ways to release and mobilise the hips as well as strengthen the glutes.,30,,e47f3da7-00fe-47eb-ac53-3245adb5963f,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/postnatal_hip_health__glutes_strength-COVER.jpg,2025-03-13 13:15:31.956689+00,2025-03-13 13:15:31.956689+00,https://player.vimeo.com/video/935523708,"Release, Mobility, Strenght",,,,20 min online postnatal pilates class. Let's look at ways to release and mobilise the hips as well as strengthen the glutes.,false,false
45dd1ac9-68d2-4f00-86b3-b9585ea57d03,Shoulder Rinse,"Rinse out those shoulders and wring out the stress stored there. Yin style practise, passive poses often supported by props so that you can access those notoriously tight spots.",30,,635a6b74-a5e3-4c10-a801-e46083dc4dbf,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/shoulder-rinse.jpg,2025-03-13 13:15:22.068425+00,2025-03-13 13:15:22.068425+00,https://player.vimeo.com/video/418018454,"Calming, Opening, Unblocking",,,25-Minute Yoga Online Class | Shoulder Rinse By The Fold Online,"Women, join Shoulder Rinse by Thefold Online. Rinse out shoulder tension with Yin-style practice, accessing tight spots through passive poses supported by props.",false,false
4603e71e-07e4-464c-8509-740bdf335567,Strong & Steady as a Mountain,A 10 minutes centering and grounding meditation based on the classic metaphor of the body as a mountain. Incredibly powerful when chaos seems to be surrounding you or simply to start a day feeling deeply rooted and grounded. Building a strong sense of trust and confidence.,10,,fe15a6d2-1dba-4f4b-a603-b1f5cf7aed4d,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/Strong-and-Steady-as-a-Mountain.jpg,2025-03-13 13:15:27.084393+00,2025-03-13 13:15:27.084393+00,https://player.vimeo.com/video/798331480,"Building Confidence, Building self-trust, Grounding",,,Strong & Steady as a Mountain - The Fold Online,"Strong & Steady as a Mountain"" on The Fold Online: Grounding meditation using the metaphor of the body as a mountain. Build trust and confidence in 10 minutes.",false,false
462b2738-404a-45b8-acbb-e1c89f4ad821,Tending To Death Meditation,"Death, in whatever form it takes, is one of the hardest things we will experience in our lives. Whether it's the death of a person, relationship, job, or belief, you don't have to go through it alone. For this meditation, we will call on the energy current of Shiva to support our path of tending to the loss we are experiencing in our lives. This meditation is also great to bring awareness and courage towards letting things go.",20,,61b08141-e2cc-4c85-9fae-f675dc9704fd,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/Cover-SHIVA-MEDITATION.jpg,2025-03-13 13:15:25.787006+00,2025-03-13 13:15:25.787006+00,https://player.vimeo.com/video/594094049,"Support for stress, sadness, grief. New Beginnings",,,Women's Tending to Death Meditation | Free Flow with Steph Wall,"Join Steph Wall in a 20-minute meditation to navigate the complexities of loss and transition. Drawing on Shiva's energy, find solace and courage to embrace change.",false,false
4707174d-bf97-485c-bb40-df2c93034bc8,Be Kind Unwind,"Unravel the stress in your shoulders and upper back. Long day in front of the computer? Take a break hop on your mat and unwind. I promise you, your body will thank you for your kindness.",30,,635a6b74-a5e3-4c10-a801-e46083dc4dbf,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/Be-Kind-Unwind-350x350-1.jpg,2025-03-13 13:15:20.754547+00,2025-03-13 13:15:20.754547+00,https://player.vimeo.com/video/401834987,"Release, Open, Reawaken",,,30 min Online Yoga Class - Be Kind Unwind by The Fold Online,"Women, unwind stress from your shoulders and upper back with Be Kind Unwind by Thefold Online. Take a break from the computer, hop on your mat, and let your body thank you for your kindness.",false,false
475721ac-5125-4e7e-ab54-76dcb20ab911,Heart Starter,"Here we have a heart starter, whose fire builds from the ebbs and flows of energy layered through each individual movement. An all over body flow, from head to toe. All levels no props needed.",20,,c8792748-d6ee-43ec-8328-2a348930c221,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/cover-DSCF2569.jpg,2025-03-13 13:15:25.336864+00,2025-03-13 13:15:25.336864+00,https://player.vimeo.com/video/567819254,Full Body,,,Heart Starter Pilates Class | 20 Min Online Session with Erin Brooks,Women's Heart Starter Pilates Class | 20 Min Online Session with Erin Brooks - Energize your body and mind with this invigorating workout.,false,false
488ad1eb-4d69-41e8-9533-95ebfa7fd140,Deep Core With The Softball,"This class is perfect if you want to strengthen and challenge your core & pelvic floor muscles. The softball is here to promote a better connection, add some activation and overall give a deeper muscular feedback.",20,,e47f3da7-00fe-47eb-ac53-3245adb5963f,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/Deep-core-with-the-softball.jpg,2025-03-13 13:15:30.305386+00,2025-03-13 13:15:30.305386+00,https://player.vimeo.com/video/910547979,"Strength, Grounding",,,Pilates Class - Deep Core With The Softball by Pascale,Deep Core With The Softball: Strengthen and challenge your core and pelvic floor muscles. Enhance connection and activation with deeper feedback using your softball.,false,false
49138381-eea1-48f0-a142-f58765ba102f,Meditation ~ Savasana,Let yourself be gently guided through savasana. Designed for both adding on to your yoga practice or taken on its own when needed.,10,,f342e030-834b-4ce1-9fd2-965547635584,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/cover-Meditation-To-Open-Your-Yoga-Practice-2.jpg,2025-03-13 13:15:26.078001+00,2025-03-13 13:15:26.078001+00,https://player.vimeo.com/video/602184566,,,,Women's Savasana Meditation | 10min Online yoga by Kate Joy,Relax and unwind with Kate Joy's 10-minute Savasana Meditation. Perfect for adding to your yoga practice or for standalone relaxation.,false,false
4930c284-5110-4f01-9dc4-83f977d3dc8e,Yoga For Radical Acceptance,"This nourishing yoga flow is all about radical acceptance. This is our belief that we are exactly where we are supposed to be at this moment in life. We will focus on the hips and spine to release tension and find a sense of surrender in the body and mind. When we let go of expectations and control, we have the opportunity to experience life with freedom and ease. Give yourself permission to be here, right now, without having to change a thing. Everything in life has a season and this class is all about embracing the season you are in with love, kindness, and hope.",30,,7ef137dd-c914-4928-8ab8-cd9b3c93dc47,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/yoga_flow_for_radical_acceptance-Cover.jpg,2025-03-13 13:15:27.677583+00,2025-03-13 13:15:27.677583+00,https://player.vimeo.com/video/813877845,"Nourishing, Hips, Twists",,,Yoga for Radical Acceptance - The Fold Online,"Join Yoga for Radical Acceptance on The Fold Online. Focus on hips and spine to release tension, embracing the present moment with love, kindness, and surrender.",false,false
4a178983-851d-4cde-b54e-b605c28821d1,Open Your Heart and Shoulders Yin,A targeted yin practice to re-open the front body. <br /><br />We will begin with heart and shoulder opening followed by hip openers. If you sit down all day at a desk this is your practice! <br /><br />You will leave feeling nourished and spacious.  A bolster (or pillow) and blocks will be helpful. No props? No worries there will be plenty of variations.,30,,fc716140-f312-4b2c-ab4b-5e12ccae8772,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/open_your_heart__shoulders_yin_Cover.jpg,2025-03-13 13:15:28.790554+00,2025-03-13 13:15:28.790554+00,https://player.vimeo.com/video/826254786,"Shoulder Release, Hip Opening, Heart Opening",,,Open Your Heart and Shoulders Yin by Amy Baxter - The Fold,Yin class by Amy Baxter. A targeted practice to re-open the front body. We will begin with heart and shoulder opening followed by hip openers,false,false
4b7a36c9-f569-48eb-9d68-b99d982f18bb,Total Body Expansion,"40 min | In this practice we open and expand our body in all the ways; forward folds, back bends, twists, and lateral flexion. Like that most delicious yawn first thing in the morning, but everywhere! This practice finds each corner of the body and allows the space to steep into stillness.",40,,d6367e6e-c7f5-4c3a-9980-b97187895912,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/Yin-Total-Body-Expansion-Cover.jpg,2025-03-13 13:15:26.748102+00,2025-03-13 13:15:26.748102+00,https://player.vimeo.com/video/787051198,"Back Opening, Lateral Flexion, Grounding",,,20 min Online Yoga Class | Total Body Expansion by Alice,"Total Body Expansion by Alice: A 40-minute journey through forward folds, backbends, twists, and lateral flexion, reaching every corner and settling into stillness.",false,false
4d0831b1-1a1d-4ce4-b1f5-d4b2f115b0a7,Meditation To Close Your Practice,"A meditation to guide you through savasana, this is a relaxing add on to a yoga class or a standalone practice to accompany a 5 minute rest. In this meditation we explore the madyha – the space between. We rest, reflect and become the passenger to our natural experience.",10,,f342e030-834b-4ce1-9fd2-965547635584,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/cover-Meditation-To-Open-Your-Yoga-Practice.jpg,2025-03-13 13:15:25.950856+00,2025-03-13 13:15:25.950856+00,https://player.vimeo.com/video/602183077,,,,Women's 10min Meditation To Close Your Yoga Practice | Kate Joy,"Join Kate Joy for a women's 10min meditation, perfect to close your yoga practice or as a standalone session. Relax, reflect, and explore the space between.",false,false
4d1ab5ef-ad6d-46a6-91be-1dc68cb3046a,Tricep Tone Up,"A quick and feisty practice to light up the triceps. Whether you’re looking for more ease in your chaturangas or you want to work on some definition for your arms, this practice - especially if done frequently - will effectively bring strength and tone to these little babes on the back of your arms. No weights required!",10,,d6367e6e-c7f5-4c3a-9980-b97187895912,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/Tricepts-Tone-Up-Cover.jpg,2025-03-13 13:15:26.582388+00,2025-03-13 13:15:26.582388+00,https://player.vimeo.com/video/787048807,"Strength & Tone, Triceps",,,Women's Tricep Tone Up: Quick & Feisty Practice,Sculpt and strengthen your triceps with Alice's dynamic routine tailored specifically for women. No weights needed—perfect for refining chaturangas and defining arms.,false,false
4d581d91-96ca-4d2a-be54-0a3ef497e6cb,Afternoon Reviver,"You know that feeling around 3 or 4pm, when you want to reach for coffee..? Try this instead. An instant invigoration session. Beginning by banishing the sluggish energy with Kapalabhati pranayama and moving stagnant energy around the body with simple Asana.",20,,635a6b74-a5e3-4c10-a801-e46083dc4dbf,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/cover-Afternoon-Reviver.jpg,2025-03-13 13:15:22.394346+00,2025-03-13 13:15:22.394346+00,https://player.vimeo.com/video/422750183,"Boost energy, Stimulate chi",,,20-Minute Yoga Class - Afternoon Reviver | The Fold Online,"Feeling sluggish at 3 or 4pm? Try this 20-min yoga class, Afternoon Reviver, by Thefold Online. Invigorate with Kapalabhati pranayama and simple Asana to banish sluggish energy.",false,false
4ea7551f-9877-44d1-b13c-d7fcd02adc77,Serene Space,"- Release the pent up energy that you have acquired throughout the day with this very restorative practice. Using the wall as your biggest support and weight ( in the form of blanket, block or bolster) to soothe the overstimulated states.",20,,635a6b74-a5e3-4c10-a801-e46083dc4dbf,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/cover-serene-space-1.jpg,2025-03-13 13:15:23.708728+00,2025-03-13 13:15:23.708728+00,https://player.vimeo.com/video/488918015,"Restorative, Pranayama, Release",,,18-Minute Yin Yoga Class for Women | Serene Space,"Women, release pent-up energy with the 18-minute Yin yoga class, Serene Space. This restorative practice uses the wall and supports like blankets, blocks, or bolsters to soothe overstimulated states.",false,false
50017dee-bc6e-4ece-a360-4cd54569e301,Prenatal Standing Legs & Glutes,This class will help you keep the lower body strong by targeting the legs and glutes around hip mobility.,30,,e47f3da7-00fe-47eb-ac53-3245adb5963f,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/prenatal-standing.jpg,2025-03-13 13:15:30.952604+00,2025-03-13 13:15:30.952604+00,https://player.vimeo.com/video/927655780,"Balance, Gentle Activation, Hip Mobility",,,Prenatal Standing Legs & Glutes Pilates with Pascale - The Fold,Prenatal pilates class. This class will help you keep the lower body strong by targeting the legs and glutes around hip mobility.,false,false
5031545e-c482-42f9-86bf-94d64771d578,We bow to the Vagus Nerve,"In this class we tie pranayama to Yin poses to soothe our nervous system.The Vagus nerve is the longest nerve in the body, linking your brain to various organs including gut, heart and lungs.Deep breathing teamed with poses that work to stimulate rest and digest mode turns on the vagus nerve enough that it acts as a brake on the stress response.Couldn’t we all use a little bit of that?",30,,635a6b74-a5e3-4c10-a801-e46083dc4dbf,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/We-bow-to-the-Vagus-Nerve.jpg,2025-03-13 13:15:22.19155+00,2025-03-13 13:15:22.19155+00,https://player.vimeo.com/video/419887202,"Pranayama, Rest, Digest",,,We Bow to the Vagus Nerve | The Fold Online,"Women, join We Bow to the Vagus Nerve by The Fold Online. Combine pranayama with Yin poses to soothe your nervous system, activating the vagus nerve to ease stress.",false,false
50edf8bf-bcd3-4bb8-aaab-b95a48d450cf,Roadmap For Healing Yin,"The last practice of Amy's 7 part chakra series. <br /><br />Nothing says healing quite like yin! A well rounded and grounding yin practice bringing attention to the chakras. Expect long juicy holds, affirmation and intention setting, offering you tools and a roadmap to manage the chaos of life. <br />This practice will bring you back to balance and offer space for creativity and visualisation. You will be in total bliss finishing with a crown chakra savasana. ",40,,fc716140-f312-4b2c-ab4b-5e12ccae8772,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/roadmap_healing_COVER.jpg,2025-03-13 13:15:28.753481+00,2025-03-13 13:15:28.753481+00,https://player.vimeo.com/video/826148058,"Grounding, Chakras, Mantra",,,Roadmap For Healing Yin by Amy Baxter - The Fold Online,Yin Yoga class by Amy Baxter. Nothing says healing quite like yin! A well rounded and grounding yin practice bringing attention to the chakras.,false,false
516de3d4-bb75-4057-a030-632b92b71ab0,Return To Radiance,A heart led sequence asking that you step into the uncertainty of binds and balance as you move from contraction to expansion.,60,,635a6b74-a5e3-4c10-a801-e46083dc4dbf,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/return-to-radiance.jpg,2025-03-13 13:15:21.289937+00,2025-03-13 13:15:21.289937+00,https://player.vimeo.com/video/406634912,"Binds, Balance, Opening",,,Return To Radiance | The Fold Online,"Women, return to radiance with The Fold Online. Step into uncertainty with this heart-led sequence, transitioning from contraction to expansion through binds and balance.",false,false
518b9600-2d63-409b-b408-319ced87239e,Pilates For A Strong Back,We'll use the band to increase mobility in the upper back and strengthen the muscles in the spine.,20,,e47f3da7-00fe-47eb-ac53-3245adb5963f,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/Pilates-for-a-strong-back-v2.jpg,2025-03-13 13:15:31.161621+00,2025-03-13 13:15:31.161621+00,https://player.vimeo.com/video/925136675,"Mobility, Strength, Back",,,Pilates For A Strong Back | Pilates with Pascale,Pilates class by Pascale. We'll use the band to increase mobility in the upper back and strengthen the muscles in the spine.,true,false
51d51fcf-c415-49fe-9b1b-7598057d2215,Prenatal ~ Vinyasa,"An empowering vinyasa flow as you step into your power and raise your Shakti; your feminine energy.
<br/><br/>
During pregnancy, there is a natural increase in heart rate, so take things a little slower and take breaks as you need to. You can do strong things. 
<br/><br/>
Blood volume increases about 30 to 50 percent, which affects your blood pressure, so we make slow transitions from inversions and folds to standing to avoid getting dizzy.
<br/><br/>
(Suitable for pre and postnatal)",30,,70606142-c19b-44e7-9ef9-aadbf0e04351,https://iusmtdsrtmnjctanmruk.supabase.co/storage/v1/object/public/classes/prenatal_vinyasa_2-COVER.jpg,2025-03-13 13:15:29.926016+00,2025-03-13 13:15:29.926016+00,https://player.vimeo.com/video/861889895,"Empowering, Energize, Flow",,,Prenatal ~ Vinyasa - The Fold Online,Pre and post natal with Alex Farner ~ An empowering vinyasa flow as you step into your power and raise your Shakti; your feminine energy.,false,false
